X,Y,H
5545168.7064,7422048.7079,173.464720724
5545168.4785,7422048.9742,173.467420724
5545168.2099,7422049.0182,173.5393158096
5545167.8389,7422048.9379,173.60607980959998
5545167.3771,7422048.9892,173.51288502879999
5545166.8372,7422048.9426,173.5695595048
5545166.2863,7422048.9926,173.6179644192
5545165.6339,7422049.1713,173.5691518096
5545164.99,7422049.3187,173.4737672
5545164.3276,7422049.5626,173.3939798096
5545163.6524,7422049.877,173.402792724
5545162.9931,7422050.1463,173.63665672399998
5545162.3122,7422050.4439,173.8308049144
5545161.62,7422050.6922,173.79738739040002
5545160.9417,7422050.8791,173.9262
5545160.2786,7422051.0686,174.06670000000003
5545159.632,7422051.1065,174.1771667808
5545158.9781,7422050.9468,174.30360769520001
5545158.2595,7422050.7659,174.4245206096
5545157.4901,7422050.531,174.5486923048
5545156.7066,7422050.3715,174.71687691440002
5545155.8555,7422050.2873,174.9408307808
5545155.0506,7422050.1945,175.33022308559998
5545154.2081,7422050.2663,175.6834436952
5545153.3762,7422050.3863,176.20910491439997
5545152.5477,7422050.5494,176.4543409144
5545151.69,7422050.8171,176.6050409144
5545150.866,7422051.0302,176.6157873904
5545149.9698,7422051.3368,176.5563873904
5545149.1131,7422051.5972,176.4683409144
5545148.2168,7422051.8343,176.3356409144
5545147.3251,7422052.0965,176.213436
5545146.452,7422052.2695,176.1423818288
5545145.5386,7422052.4578,183.7646
5545144.6867,7422052.6084,183.5755283048
5545143.7763,7422052.7467,183.4698603048
5545142.9181,7422052.8382,183.81293599999998
5545142.078,7422052.8665,184.16430769520002
5545141.2554,7422052.8436,184.2751846096
5545140.4869,7422052.8018,184.5224206096
5545139.7526,7422052.7247,185.5124126096
5545139.0345,7422052.6022,185.6475486096
5545138.3724,7422052.4874,186.01430399999998
5545137.7512,7422052.2942,186.48240399999997
5545137.1524,7422052.0983,186.8538283048
5545136.5753,7422051.8911,187.21955200000002
5545136.0587,7422051.6448,187.5204283048
5545135.5939,7422051.4034,187.9275206096
5545135.1358,7422051.1675,188.315748
5545134.6877,7422050.9305,188.6239
5545134.2563,7422050.6963,189.15546799999998
5545133.809,7422050.4728,189.22431999999998
5545133.3024,7422050.2515,189.467464
5545132.8429,7422050.0279,189.84861230479999
5545132.4506,7422049.813,190.231416
5545132.1775,7422049.5764,190.5151396952
5545131.9376,7422049.3629,190.798664
5545131.7907,7422049.139,191.098668
5545131.5356,7422048.939,191.33895569519999
5545131.439,7422049.0125,191.51884800000002
5545131.248,7422049.182,191.72763600000002
5545131.0338,7422049.3548,191.86552
5545130.6191,7422049.4485,191.88293600000003
5545130.2769,7422049.4579,191.8023716952
5545129.8082,7422049.1837,191.8089716952
5545129.4156,7422048.8955,191.868332
5545129.0768,7422048.6354,192.208796
5545128.7676,7422048.3755,192.32023600000002
5545128.4914,7422048.0807,192.833208
5545128.2114,7422047.7631,193.381128
5545128.3032,7422047.8128,195.086824
5545128.3817,7422047.8777,195.266888
5545128.3637,7422047.8606,195.622768
5545128.2321,7422047.7161,195.533656
5545128.2758,7422047.7462,195.43300399999998
5545128.3016,7422047.742,195.594708
5545128.2354,7422047.6847,195.826992
5545128.2341,7422047.6831,195.74568
5545128.232,7422047.6688,195.806892
5545128.2252,7422047.6696,195.858448
5545128.234,7422047.6733,195.877004
5545128.2267,7422047.6745,195.88364
5545128.2242,7422047.6399,195.858652
5545128.2271,7422047.6545,195.847416
5545128.2301,7422047.659,195.874996
5545128.2248,7422047.6578,195.969944
5545128.2136,7422047.6573,195.965044
5545128.2176,7422047.6747,195.90070400000002
5545128.2119,7422047.6625,195.85646400000002
5545128.214,7422047.658,195.863204
5545128.1938,7422047.6562,195.91697200000002
5545128.2136,7422047.6774,195.908668
5545128.231,7422047.6879,195.90437599999998
5545128.238,7422047.6988,195.91736
5545128.2321,7422047.6933,195.90500400000002
5545128.2372,7422047.7033,195.822588
5545128.2387,7422047.7001,195.73748
5545128.2358,7422047.7012,195.668916
5545128.2376,7422047.7026,195.66351600000002
5545128.2361,7422047.7003,195.723432
5545128.2333,7422047.6921,195.739672
5545128.2368,7422047.6974,195.730432
5545128.2314,7422047.6967,195.71103200000002
5545128.2395,7422047.6955,195.738176
5545128.2343,7422047.6988,195.739224
5545128.2386,7422047.6995,195.71857599999998
5545128.2377,7422047.6992,195.732324
5545128.236,7422047.6986,195.697984
5545128.2356,7422047.6954,195.72697200000002
5545128.2361,7422047.6978,195.72334
5545128.2332,7422047.7002,195.71998000000002
5545128.2309,7422047.702,195.74106799999998
5545128.2241,7422047.6934,195.71377999999999
5545128.2421,7422047.6967,195.73506799999998
5545128.2373,7422047.6924,195.746816
5545128.2378,7422047.6948,195.75177200000002
5545128.2349,7422047.6999,195.65017200000003
5545128.2373,7422047.6988,195.602396
5545128.2337,7422047.6961,195.59709600000002
5545128.2375,7422047.6959,195.623496
5545128.2365,7422047.696,195.59119600000002
5545128.2488,7422047.6953,195.607644
5545128.2613,7422047.6953,195.618196
5545128.253,7422047.6877,195.643236
5545128.2414,7422047.6888,195.633276
5545128.2486,7422047.6887,195.676952
5545128.252,7422047.6913,195.64398
5545128.2538,7422047.691,195.63858
5545128.2566,7422047.6935,195.64358
5545128.2533,7422047.6914,195.62738000000002
5545128.2527,7422047.6931,195.63592799999998
5545128.249,7422047.6962,195.62097999999997
5545128.249,7422047.7015,195.63168000000002
5545128.2474,7422047.6987,195.62637999999998
5545128.2504,7422047.6979,195.61998
5545128.2484,7422047.6956,195.62758000000002
5545128.2515,7422047.6928,195.62838
5545128.2466,7422047.6888,195.63457999999997
5545128.2492,7422047.6893,195.64048000000003
5545128.2513,7422047.6949,195.64288
5545128.2545,7422047.6943,195.64427999999998
5545128.2565,7422047.6932,195.64008
5545128.2584,7422047.6911,195.63358
5545128.2602,7422047.6907,195.632376
5545128.2485,7422047.6915,195.61757599999999
5545128.2526,7422047.6492,195.65537999999998
5545128.2108,7422047.6308,195.63912800000003
5545128.2403,7422047.6414,195.65738
5545128.2496,7422047.6359,195.820068
5545128.2567,7422047.6348,195.898028
5545128.2587,7422047.6334,195.894728
5545128.2537,7422047.6334,195.870636
5545128.2544,7422047.6336,195.88398
5545128.2558,7422047.6302,195.89497200000002
5545128.253,7422047.6307,195.90427200000002
5545128.2522,7422047.6263,195.903776
5545128.2496,7422047.6308,195.88102800000001
5545128.2504,7422047.6319,195.914668
5545128.2561,7422047.6337,195.90112
5545128.2572,7422047.6347,195.88682
5545128.2616,7422047.6363,195.899772
5545128.259,7422047.6333,195.902316
5545128.2625,7422047.6397,195.908372
5545128.2784,7422047.661,195.880488
