X,Y,H
5545172.6768,7421964.3626,168.071953524
5545172.8942,7421965.3025,168.22420491440002
5545173.1015,7421966.2061,168.31470000000002
5545173.166,7421967.1918,168.428861524
5545173.1464,7421968.0969,168.540389524
5545173.0137,7421968.9529,168.596561524
5545172.8393,7421969.7833,168.6294818288
5545172.5619,7421970.5322,168.6713178288
5545172.3429,7421971.3491,168.6667692192
5545171.9948,7421972.0546,168.6303332192
5545171.5992,7421972.783,168.5878049144
5545171.2027,7421973.5321,168.59176399999998
5545170.7075,7421974.209,168.53590000000003
5545170.2718,7421974.9664,168.465989524
5545169.7333,7421975.6281,168.439861524
5545169.2124,7421976.2983,168.3551178288
5545168.5735,7421976.9053,168.25423813359998
5545167.9584,7421977.5237,168.18017691440002
5545167.1949,7421978.1274,168.07010491440002
5545166.4707,7421978.7775,167.9346818288
5545165.6799,7421979.4694,167.89852060959998
5545164.9387,7421980.2282,167.751261524
5545164.3888,7421981.1476,167.5842101336
5545164.0,7421982.0535,167.5005126096
5545163.7327,7421982.9822,167.3164923048
5545163.6436,7421983.8777,167.1163381336
5545163.5401,7421984.831,166.9987923048
5545163.6574,7421985.6888,166.88382830479998
5545163.6882,7421986.651000001,166.81802060959998
5545163.9228,7421987.4609,166.8061206096
5545164.0932,7421988.3387,166.85908952399998
5545164.3946,7421989.1542,166.88816400000002
5545164.7065,7421989.8782,166.90211013360002
5545165.1839,7421990.3704,166.9174486096
5545165.7561,7421990.7657,166.92644860960002
5545166.4544,7421991.1295,166.92450000000002
5545167.0893,7421991.6355,166.9202101336
5545167.5697,7421992.2898,166.88487691440002
5545168.0209,7421993.0004,166.8759409144
5545168.2981,7421993.7729,166.80642830480002
5545168.6587,7421994.5716,166.7466178288
5545168.7422,7421995.3839,166.7344332192
5545168.9711,7421996.2686,166.72388182880002
5545168.9197,7421997.1168,166.770161524
5545168.9797,7421998.0195,166.77679999999998
5545168.8672,7421998.9199,166.902264
5545168.73,7421999.8113,166.97481782879998
5545168.5642,7422000.7582,166.9926101336
5545168.1806,7422001.5785,167.066161524
5545167.8066,7422002.5117,167.0978332192
5545167.2056,7422003.3123,167.1033332192
5545166.6027,7422004.1412,167.13461013360003
5545165.8784,7422004.9115,167.1760381336
5545165.2247,7422005.7266,167.1849283048
5545164.4506,7422006.52,167.1906769144
5545163.7481,7422007.3308,167.168889524
5545162.9705,7422008.1946,167.1381049144
5545162.2202,7422009.027000001,167.0696126096
5545161.4752,7422009.9646,166.93544582880003
5545160.7747,7422010.8849,166.8807846096
5545160.186000001,7422011.8595,166.74546400000003
5545159.665,7422012.8041,166.6796206096
5545159.2705,7422013.7384,166.6485846096
5545158.9852,7422014.6747,166.65402830480002
5545158.8452,7422015.5377,166.69051013360001
5545158.7318,7422016.3849,166.7066486096
5545158.8806,7422017.0641,166.70364091439998
5545159.0469,7422017.7453,166.70049721919997
5545159.3359,7422018.3892,166.705553524
5545159.7671,7422018.9966,166.7329486096
5545160.1676,7422019.6303,166.7652206096
5545160.7169,7422020.2956,166.77174860960002
5545161.0252,7422021.0735,166.8360101336
5545161.3913,7422021.9492,166.8876283048
5545161.5058,7422022.8303,166.9102692192
5545161.612000001,7422023.8205,166.9163563048
5545161.5372,7422024.7601,166.9441409144
5545161.4579,7422025.794,166.941889524
5545161.3004,7422026.8068,166.97337413359998
5545161.0469,7422027.839,166.987853524
5545160.795,7422028.9175,166.9993049144
